comment,like
"建议置顶[妙啊][抱拳]
相信大伙的实力吼[大笑][大笑][大笑]",4625
你怎么知道我恰好抓住了来录制的Tim,3674
"我陪我妈咪去医院做胃镜检查，她也是选择做麻醉
但她真心的佩服选择不打麻药的好多患者（毕竟不打麻药的检查费要比打麻药的便宜了不少）
但同时也说了做胃镜检查打麻药是很害怕的，就怕打完麻药之后，万一出现什么意外，再也醒不过来[大哭]",2694
@影视飓风 提醒tim一个冷知识:麻醉医生其实不是特别喜欢外人称呼他们麻醉师，更喜欢叫他们麻醉医生,2519
作为消化搞了20多年的老医生，这宣教的视频做的很nice[支持][支持],1951
鄙人就是内镜室医生[doge]，也自己做过不打麻药的胃镜，很酸爽，但是只要有点毅力，一般都是可以耐受的,1683
[脱单doge]做胃镜的睡的那一觉，是我人生中最舒服的一觉，比喝了红茶还要昏睡,1530
说实话我真的完全不知道被抓走了肉，直到看到素材之前都以为他们在和我开玩笑。[脱单doge],1222
医学生爱看[星星眼],756
我就是胶囊内镜厂家的工程师，其实胶囊内镜最有用的地方是观察小肠，就是空肠回肠，这一部分肠道成年人非常长，一般可以达到5-7米，甚至还有9米，一般的胃肠镜根本看不到，只有双气囊小肠镜才行，但这个设备太贵，检查费也超贵，对于医生的要求也是万里挑一，一个省能挑出来做这个检查的医生屈指可数，所以胶囊一直都是一线检查方式，视频里面的胶囊设备画质差，其实是这个品牌的不行[笑哭]，现在我们的画质早就不这样，帧率也不会只有2帧，一般都有5-8帧，相信以后胶囊内镜也一定能够有更好的发挥空间，这是我们一直坚持的事[加油],751
在消化科轮转的时候拍的[doge],644
我做过普通胃镜，全程就是那种扣嗓子眼的干呕[笑哭]大夫都急了，说你别呕了，镜子看不清了[喜极而泣]全程倒是没有怎么疼，不过老那么呕确实很难受，呼吸很受影响。好在身体没什么问题，只是轻微的慢性胃炎，不过还是注意少喝酒，别抽烟。胃伤了真的很难受,568
小麻路过[doge],525
作为消化内镜中心的一名男护士，我很欣慰看到从老猿到影视飓风很多up主都在发相关的体验或科普视频。无痛胃肠镜除了能够常规的检查上下消化道，我觉得更重要的意义是发现一些不好的癌前病变，并进行内镜下切除，即便利又省钱。家里超过45岁未做过胃肠镜检查的尽量体检一下，特别是有家族史的人要格外注意，说不定就能避免一场癌症的发生。,506
我做那一次胃镜就只喝了个药麻痹嗓子的，当时感觉就像被人伸候了一样，口水流的到处都是根本停不下来（嘴下面有个盘子接），能感觉到有什么东西在肚子里乱动（而且胃镜之后很长一段时间都感到胃不舒服），然后就是喉咙被塞得满满的，一咽口水疼的要死，但你一直留口水又忍不住的要咽。整个胃镜做到最后感觉就像被玩坏了一样，流着口水瘫在床上一动不动,491
有一种痛叫做看着都痛[doge][doge][doge],392
说起来有个逆天的事情，之前在内镜室带的时候看他们打夹子切息肉因为会加热，所以如果息肉多或者大的话，加热久了真的有一股烤肉的香气，当时给我看饿了[脱单doge][脱单doge][脱单doge][脱单doge]我自己也觉得有点逆天,290
"医学生实习下来最大的感觉，年轻人大部分相当惜命，有一点异常的就担心的不停，然后就希望做很多检查，还有一些刚当家长的，也是特别担心自己孩子，经常来办公室询问，不过态度挺好的。
但是中老年人的话，很多人真的是你跟他说不要做什么他就是要做，让他按时吃药也不吃，而且很喜欢自行停药然后自己抓中药来吃（甚至都不是去一些正规的诊所，或者起码是个行医多年的中医，就是自己的亲戚或者朋友介绍的乱吃中药），然后吃到很严重才来。",272
没麻醉做的，真的难受极了,230
我下个月准备做 ICL 晶体植入了，不知道亿点点有没有计划拍一下（顺便 Tim 给我报销一下费用）[doge],188
大家一定要让父母和家里的老人定期去体检，有症状尽快就医。我爸爸便血半年多了，我本来就是学医的，一直让他去做肠镜，他就是不去，当痔疮在治，结果严重了才跑去医院，做了检查，检查出来乙状结肠癌。发现得比较晚，本来准备先化疗后手术的，结果在医院住院期间就穿孔了，只能先做手术。,164
"非常棒的医学科普视频，应该很多人好奇取出来的活检标本去哪了，作为一个天天和显微镜打交道的病理科医生，非常希望你们这么棒的团队可以出一个关于病理的视频，因为病理科对于很多人来说非常神秘和陌生(日常被误认为是复印病历的病案室哈哈哈)，其中如何取材、如何制片、如何诊断等步骤都是挺有学问的，病理诊断对提前发现肿瘤、评估肿瘤预后、选择治疗方案都非常重要，但是体现在临床也只有一张冷冰冰的报告，希望更多的人能了解到这个小透明科室，也希望能吸引到有更多的医学生后辈能够投入病理生涯(不用值夜班的科室YYDS)，谢谢Tim以及你们的团队！[热词系列_哇酷哇酷]
下图为镜下的肠粘膜[tv_doge]",163
医疗行业家属，经常觉得胃不舒服做过三次普通胃镜，感觉没必要做全麻。放松点儿什么都不要想医生让你做什么就做什么就可以了，忍不住想吐就吐，想流眼泪就流，几分钟就完了。做好思想准备，就是来被捅的，想着想着管子就进贲门了，医生技术熟练顺利三分钟就完成了。现在一进医院说做胃镜就给你推全麻，其实真没必要，几分钟的事情搞这么大心理压力。。不过告诉大家，有时候觉得胃不舒服也可以关注一下肝，不一定是胃的原因喔[吃瓜],139
想问一下，那个麻醉结束，他不会感受到扣下来的那块肉么，看着好疼，恢复快么，吃东西那些不会影响到么,129
