comment,like
听到第一首曲子来感觉了！让我为蒙德大教堂献图一张！,5093
"01：14 风带来的圣歌（蒙德教堂）
03：04 蒙德的一日（蒙德城白天）
04：12 诗人的工作（温迪）
06：31 孤独的旅居（晨曦酒庄室外夜晚）
07：37 晨曦酒庄（晨曦酒庄室外白天）
08：48 真红骑士，出发！（可莉）

10：42 送往迎来（胡桃）
12：14 璃月的晴空（云来海夜晚）
13：37 蒲苇如丝（主线里第一次见到魈）
15：16 命悬一线（危途疑踪过场动画）
19：14 尘世闲游（钟离）
21：14 神女劈观·唤情（风起鹤归过场动画）

24：08 叶落荒波（稻妻城夜晚）
26：06 振飞之时（神里绫华）
29：35 行水盈盈（神里绫人）
32：19 何妄何执（雷电将军）
35：00 薄樱初绽时（八重神子）

38：11 清风散林缬（须弥城白天）
39：57 狮尾之舞（须弥战斗）
44：10 绿枝新柔（诸法丛林夜晚）
45：05 和合大梦的曲调（桓那兰那）
47：01 三千娑世御咏歌（正机之神二阶段）
50：47 无奈灰断（流浪者）

53：16 漫徊繁荫之原（枫丹野外白天）
54：43 众水之诗（枫丹廷白天）
56：54 梦之咏叹（登录界面）",4056
我还买了奶茶，买了糖雪球，准备边吃边看[笑哭]没关系，录播也挺好的，至少不会网卡，也不会有不明生物,1831
还以为是直播呢，澡都没洗就等着，结果是视频  [笑哭],1732
原宝这次真的很用心[大哭][大哭][大哭]每个音符都是对提瓦特的回忆[大哭]虽然到过上海场线下但是线上还是看得很感动,1702
"01：04 风与牧歌之城
10：26 皎月云间之梦
23：56 寂远无妄之国
37：58 智妙明论之林
53：05 白露澈明之泉",1312
希望明年原宝能把渊下宫，海岛的音乐演绎一下，那么多神曲还处在雪藏状态啊[委屈],1165
"从风起地再度启程，用音符与五线谱重绘旅途的回忆。
旅行者的步伐迈向未知的前方，无际之旅的旋律依然静静流淌……

音乐监制：HOYO-MiX

本次原神线上音乐会特别邀请了西木康智作为监督，由指挥家Robert Ziegler、伦敦爱乐乐团和众多音乐家共同演绎。
感谢北京游影影游科技有限公司提供的拍摄制作支持。",1102
洞箫打卡！谢谢各位家人~~,1087
嘿嘿发发我拍的图，被官方选中放进音乐会我真的太幸运啦[给心心][给心心][给心心]感谢原神带来的美好！,1007
可能这并不是我一个人的想法，有些音乐是不是有点重复过头了，从21年开始每年的线上线下就一直在重复演奏，比如晨曦酒庄，四神角色演示音乐，神女劈观等（当然不是说这些音乐不好）我想说的是希望可以给其他优秀的曲子有更多演奏的机会，还有很多各国角色的演示曲，一些其他优秀的大世界地图的音乐，比如渊下宫，甘露花海，永恒绿洲，还有特殊活动地图的战斗BGM（特指皇女城堡BGM）。总而言之，目前音乐会的曲目重复率真的太高了。。。,808
我的网易云年度歌手就是hoyomix[大哭]期待新一年的作品,753
"1：10风带来的圣歌
3：00蒙德的一日
4：12诗人的工作
6：32孤独的旅居
7：35晨曦酒庄
8：45真红骑士，出发！",701
好像，类似音乐会一直没有过“渊下宫”的系列，我还真是蛮喜欢渊下宫的音乐系列，但好像热度不是很高哦,698
重复量有点多啊！官方是不是应该考虑一下应该考虑换曲目啊！总是听重复总感觉多少有点腻啊。没有说现有曲目不好的意思，只是再好的菜吃的次数多了后容易无感甚至反感的。,621
希望下次音乐会能有阿瑠的歌，永恒绿洲和甘露花海的bgm,563
"三千娑世御咏歌的主唱甚至穿了黑白交织的西装，还印着当年倾奇者的线性布偶图案….[难过]
晦明交织、善恶之间挣扎的矛盾而可悲的人，有幸见证你的痛苦与新生。",550
看完研究了一下，不像是各地分开拍摄的，应该是把世界各地的演奏团队以及工作人员请到中国来，然后找的大棚搭建XR拍摄的，这样成本应该相对可控点......但请这么多演奏家和制作人员到中国来，也是大成本大制作啊，老米是真舍得花钱啊。,533
希望下次音乐会能有这首[打call],522
我来邀功了[doge],516
原来不是直播啊！,514
[傲娇]下次想听甘露花海，草龙周本和轻涟，谢谢我永远喜欢的hoyomix,501
"各位旅者，这里是考研休息区，学累肖四的小伙伴可以坐下歇歇。
另外，可以祝福明天考研的小伙伴旗开得胜吗[doge]
（在考本省的学校，好孤独好痛苦，还要等多久）",371
"01:12         风带来的圣歌
03:04         蒙德的一日
04:12         诗人的工作
06:36         孤独的旅居
07:35         晨曦酒庄
08:48         真红骑士，出发
10:27         送往迎来
12:14         璃月的晴空
13:33         蒲苇如丝
15:01         命悬一线
19:13         尘世闲游
21:13         神女劈观
24:06         叶落荒波
26:07         振飞之时
29:35         行水盈盈
32:18         何妄何执
35:02         薄樱初绽之时
38:02         清风散林缬
39:55         狮尾之舞
44:10         绿枝新柔
45:05         和合大梦的曲调
47:00         三千娑世御咏歌 
50:48         无余灰断
53:04         漫徊繁荫之原
54:44         众水之诗
56:51         梦之咏叹",358
这几年的（线上线下）音乐会曲目感觉都差不多，希望下次来一些其他地方的，比如渊下宫，甘露花海，枫丹水下这些地方的,247
曲目表,233
原本以为是直播，提前几分钟在B站守着，一直刷新，没想到是视频😂,221
"节目表
蒙德
1.风带来的圣歌 1:10
2.蒙德的一日 3:00
3.诗人的工作(温迪角色演示) 4:12
4.孤独的旅居 6:32
5.晨曦酒庄 7:35
6.真红骑士，出发！(可莉角色演示) 8:45
璃月
7.送往迎来 10:39
8.璃月的晴空 12:13
9.蒲苇如丝 13:33
10.命悬一线 15:10
11.尘世闲游(钟离角色演示) 19:09
12.神女劈观·唤情(曲高未必人不识,_______________) 21:13
稻妻
13.叶落荒波 24:03
14.振飞之时(雪霁逢椿) 26:05
15.行水盈盈(神里绫人角色演示) 29:32
16.何妄何执(雷电将军角色演示) 32:20
17.薄樱初绽时 35:00
须弥
18.清风散林缬 38:10
19.狮尾之舞 39:56
20.绿枝新柔 44:05
21.和合大梦的曲调(兰那罗合唱) 45:05
22.三千娑世御咏歌 47:02
23.无余灰断 50:48
枫丹
24.漫徊繁荫之原 53:20
25.众水之诗 54:45
26.梦之咏叹 56:53",219
