comment,like
短短三分钟，把我的水元素逼出来又给逼回去了，不愧是你[笑哭][笑哭][笑哭],6697
很会讲故事[大笑]前面算是经典的阅读理解，传递的情感与价值观符合主流，最后还不落窠臼，强调了角色特质，与作品统一风格，属实是我都要了,5548
我以为妮可会去买个太阳形状的小灯，没想到居然是以这种方式完成的吗[笑哭]，是我不够浪漫,4311
想起了 桑歌马哈·巴依老爷……,3742
"『比镜子还光滑闪亮』✘
『比镜子更光亮的』✔",2956
老实说你是不是角色pv和角色演示发反了，一般不都是先发pv再发角色演示吗[笑哭],2817
我小时候家里人都说我小家子气，抠抠索索的，没办法，小时候真的没钱，现在大了钱也有了，虽然对待别人不抠抠索索的了，但还是会在自己身上抠抠索索。真的对这种对钱有执念的角色无法拒绝啊。,2563
可以计算一下mhy角色的父母持有率,2026
想起了一句话“对钱病态执着的人，可能是穷怕了”[笑哭],1721
这个故事生动形象的表达了妮可的思乡之情,1661
别是笑容的代价就行[doge],1584
我小时候没啥零用钱也想着能在外面捡一点买点小零食。。然后忙碌了一下午的我更饿了[微笑][微笑],1130
崩铁是自由的，绝区零则是更自由的,870
不是哥 我真的都快掉小珍珠了[笑哭]干嘛啊,787
"故事未必假，但今不惘然。
轻喜剧，确认",244
一天之内震撼两个小女孩,242
03:15 我在“不看那颗痣”挑战里坚持0：00秒[doge],91
能让我这个铁公鸡爆金币的机会可不多[滑稽][滑稽][滑稽],33
一直都有吗？可爱捏[喜欢][喜欢],14
投币界面变成妮可了诶[喜欢],13
"「圆圆的金属。」
「比镜子还光滑闪亮。」
「拿在手里有股让人安心的重量感。」 02:32",10
芍药出来干活了[嗑瓜子][嗑瓜子][嗑瓜子],1
