comment,like
我语文老师之前讲苏轼的时候说过一句话：”过得太顺的人是写不出惊世骇俗的故事的”,41088
"这圣诞礼物
主打一个礼轻情意重",24890
"把这新歌听了好几遍了

也看了很多评论，有的觉得好 也有一些对编曲弦啥唱法，觉得不行觉得敷衍啥的

讲真我是对周杰伦这种状态，非常理解的，源于我被科普强直原来对他唱歌影响这么大

很久之前就知道他有这个病，但他自己不卖惨啊，我一直以为对他歌手生涯没啥影响。。

直到被科普这个病因为影响胸廓,不仅会影响发声还会影响呼吸，只是他强直控制得还挺好的所以没那么明显。反过来说唱歌和我们普通人说话又不一样，对气息和胸腔共鸣也有很高要求，再加上这个病只能延缓病程发展不能治愈，所以肯定机能气息会越来越不好的
只能还在说他真的这些年随时调整适合身体条件的唱法。

人一个身患疾病的歌手和一众正常歌手拼这么多年的职业生涯，前面还持续高产了十年

周杰伦没有义务首首让我感觉惊艳。所以我不会指责他不如以前，没以前的味道了，江郎才尽了，因为以前的他只能和他自己比，乐坛其他人实绩还是贡献还是影响力还是销量还是人气，差太远了都

新歌是一首平淡的小品，但小品有小品的美，还是不收费的单曲，我听着很开心",20355
歌迷真心建议，如果接下来的歌都是这种风格水准(依旧是旋律大师，但嗓音退化创作受限很多)，那真的没必要再出了。即使现在封刀隐退以周董对乐坛的贡献，在众多经典作品的加持下足以在功劳簿上躺到下辈子了，从19年的说好不哭，到20年的Mojito，去年的新专辑，今年的圣诞星，一次次地期待一次次地那啥。。到现在已经逐渐拉低了我的期待值了，现在周董已无法用他现在的嗓音完美驾驭所创作的作品了，受限于嗓音创作上也会做出妥协，哥你总说新歌没旧歌好听是因为旧歌多了怀旧，岁月感，其实不然，我个人浅显的觉得最重要的还是嗓音的变化，可能你也知道，但就是不愿直视。即使用现在的嗓音唱之前的经典歌曲也会大打折扣完全没有了那种感觉，反之用之前巅峰的嗓音唱最近几年的新歌效果一定会好很多。感慨周董之前是可以随意把声音当作乐器来玩的。英雄总会迟暮，哥你现在在身边有这么多坑货的影响下依旧还有这样的地位已实属不易，真的不希望为了回馈歌迷朋友而强行上歌，如果照现在的作品水平继续创歌，前期那么多经典作品积累下来的口碑定会下跌，还会给一些黑子可乘之机。庆幸你巅峰时期能够把最完美的身体机能，爆棚的才华，优秀的团队完美的融合在一起，创造出那么多经典的传世巨作。最后英雄总会迟暮，但传奇不会老去，你的音符会伴随一代一代人成长，在青春中留下不可磨灭的印记，在华语乐坛的历史长河中也会留下最浓重的一笔。,18210
李宗盛52岁写了《给自己的歌》，55岁写了《山丘》都是传世经典，所以真的别拿老了当挡箭牌,13921
"我个人认为哈，搞艺术创作这行想有质量，要么你够专注——艺术就是属于你的马洛斯需求第五层，你能从中得到无与伦比的快乐。要么你就够惨——你的人生跌宕起伏忽高忽低，除了艺术你已经无处可躲无路可去了。
比较遗憾的是，老周现在的状态，上述两边他似乎都不站。这几年听他新歌给我的感觉就是，他对自己目前的人生状态好像已经非常满意了。这几年的歌听起来都是一个味道：爽。
不是说我听起来有多爽，而是听着让我感觉他过的很爽……",9502
拜托，杰伦加个桥和升key段好吧，第二段改改词也好啊,6912
"这首确实是雨勋编曲！
我看你也关注了编曲大师林迈可，我就知道阿张你的审美绝对可以！[笑哭][吃瓜]",6680
循环了大概六七遍吧，感觉稍微有些期待过高，但至少对普通歌迷来说是不难听的，因为我们听不出来那些专业的东西。就我个人感觉，有点《倒影》的味道，但好像略逊。不过年底发新歌，虽然不算非常质量上乘的一首歌，但是能发出来能听也就可以了。现在周董的嗓子没以前好了，估计唱高音和比较难的歌有点困难，歌简单唱起来压力小一些。其实都无所谓的，那么多好歌慢慢听，觉得新歌不好听就听老歌，《八度空间》、《十一月的肖邦》、《我很忙》和《叶惠美》这些都安排几遍，反正现在QQ音乐基本上就是周杰伦启动器,4528
液化灶是什么意思，音乐小白只会听音乐，有没有大神说一下吖！！！,3919
本来歌刚出就分享在朋友圈，听了几遍之后把朋友圈删了.....,3513
之前伟作出来的时候，那支很艺术的MV让人眼前一亮，编曲和人声让我觉得周董早期内味儿还在。圣诞的这首，只能说祝大家节日快乐了…好歌憎命达啊,2638
作曲，编曲：chatGPT,2610
觉得最搞笑的是，你前十秒听到的编曲，基本上就持续了整首歌[辣眼睛],2590
以前总说周杰伦的歌超前超前，超了这么多年，终于是超不动了[doge][doge]。换个说法，华语网红音乐终于达到了周杰伦的水平，可喜可贺[doge][doge][doge],2428
巴哥的风格像停在六七年前，明明以前能写出夜的第七章这种超前的歌,1697
周杰伦这编曲是谁啊，这个伴奏听着感觉像是那种做的typebeat，很奇怪[喜极而泣],1688
他最近几年的审美是不是受了谁的影响。。。晚期的mv里为啥都是这种阳光欧美小城街道风格。。。然后歌词也是驯鹿玫瑰精灵香榭丽。。。包括最伟大的作品莫吉托还有这首歌都是一个主题,1527
这歌周杰伦20多岁的时候直接扔垃圾桶,1519
能翻墙的，去油管搜一个叫lovestory的beat，你会发现和这首歌旋律一样，甚至还有燃气灶，只少了铃铛声，另：这次杰伦没有标注词曲是谁，很奇怪,699
我看弹幕说杰伦以前比现在潮一万倍，有没有一种可能杰伦单飞以后的专辑封面和穿搭才是本我，之前的高逼格专辑封面和穿搭是公司打造的人设……这波啊这波叫返璞归真keep real,597
你猜我为什么不笑,23
嘘🤫，小心粉丝的这首歌放在现在华语乐坛还是顶流警告。,4
